name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
hyundai verna 1.6 sx crdi (o),2012.0,450000.0,150000.0,diesel,individual,manual,third owner,22.32,1582.0,126.32,5.0
hyundai verna 1.6 crdi,2011.0,450000.0,108000.0,diesel,individual,manual,first owner,22.32,1582.0,126.3,5.0
hyundai i10 sportz at,2011.0,340000.0,60000.0,petrol,individual,automatic,third owner,16.95,1197.0,78.9,5.0
maruti ertiga ldi option,2013.0,650000.0,90000.0,diesel,individual,manual,first owner,20.77,1248.0,88.76,7.0
tata indigo cs ls (tdi) bs iii,2009.0,160000.0,70000.0,diesel,individual,manual,first owner,19.09,1396.0,69,5.0
tata indica vista tdi ls,2014.0,250000.0,120000.0,diesel,individual,manual,first owner,19.1,1405.0,70,5.0
chevrolet beat diesel lt,2012.0,225000.0,100000.0,diesel,individual,manual,third owner,25.44,936.0,57.6,5.0
tata indica v2 2001-2011 dls bsiii,2007.0,55000.0,75958.0,diesel,individual,manual,second owner,17.88,1396.0,52.8,5.0
maruti 800 ac,2014.0,42000.0,70000.0,petrol,individual,manual,third owner,16.1,796.0,37,4.0
tata indica vista aqua 1.3 quadrajet (abs),2012.0,250000.0,100000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
hyundai tucson crdi,2006.0,282000.0,128000.0,diesel,individual,manual,fourth & above owner,12.6,1991.0,112,7.0
tata indica v2 dls tc,2007.0,80000.0,110000.0,diesel,individual,manual,third owner,16.8,1405.0,62,5.0
maruti swift dzire vxi,2016.0,500000.0,40000.0,petrol,individual,manual,first owner,20.85,1197.0,83.14,5.0
ford figo aspire 1.5 tdci ambiente,2016.0,500000.0,70000.0,diesel,individual,manual,first owner,25.83,1498.0,99,5.0
maruti swift vdi,2011.0,400000.0,60000.0,diesel,individual,manual,first owner,22.9,1248.0,74,5.0
mahindra bolero 2011-2019 slx,2013.0,550000.0,90000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
tata new safari dicor lx 4x2 bs iv,2007.0,200000.0,70000.0,diesel,individual,manual,second owner,13.93,2179.0,138.1,7.0
hyundai i10 sportz,2012.0,280000.0,65000.0,petrol,individual,manual,first owner,20.36,1197.0,78.9,5.0
maruti swift dzire vdi,2014.0,580000.0,88000.0,diesel,individual,manual,first owner,23.4,1248.0,74,5.0
tata manza aura (abs) quadrajet,2009.0,100000.0,80000.0,diesel,individual,manual,third owner,18.8,1248.0,90,5.0
mahindra scorpio ex,2014.0,550000.0,60000.0,diesel,individual,manual,first owner,14.0,2523.0,75,
mahindra tuv 300 t4 plus,2017.0,700000.0,38000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
tata manza aqua safire,2010.0,150000.0,80000.0,petrol,individual,manual,third owner,15.0,1368.0,90,5.0
hyundai eon magna plus,2014.0,190000.0,60000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
mahindra bolero 2011-2019 sle,2013.0,500000.0,110000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
maruti swift vdi bsiv,2017.0,640000.0,110000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
skoda fabia 1.2l diesel elegance,2011.0,340000.0,145000.0,diesel,individual,manual,first owner,20.86,1199.0,75,5.0
hyundai elite i20 asta option diesel,2019.0,811000.0,43000.0,diesel,individual,manual,first owner,22.54,1396.0,88.76,5.0
maruti ritz ldi,2016.0,409999.0,120000.0,diesel,individual,manual,first owner,23.2,1248.0,73.94,5.0
maruti swift lxi bsiii,2007.0,220000.0,136000.0,petrol,individual,manual,second owner,16.1,1298.0,88.2,5.0
tata indica v2 dls bsiii,2013.0,170000.0,120000.0,diesel,individual,manual,second owner,17.88,1405.0,48.21,5.0
hyundai elite i20 petrol asta option,2018.0,700000.0,25000.0,petrol,individual,manual,first owner,18.6,1197.0,81.86,5.0
mahindra scorpio s10 4wd,2015.0,950000.0,80000.0,diesel,individual,manual,second owner,15.4,2179.0,120,7.0
hyundai accent gls 1.6 abs,2003.0,80000.0,40000.0,petrol,individual,manual,second owner,14.4,1599.0,94,5.0
maruti swift dzire vdi,2014.0,420000.0,120000.0,diesel,individual,manual,second owner,23.4,1248.0,74,5.0
maruti s-cross 2017-2020 zeta ddis 200 sh,2018.0,899000.0,35000.0,diesel,individual,manual,first owner,25.1,1248.0,88.5,5.0
datsun go t petrol,2019.0,459999.0,35000.0,petrol,individual,manual,first owner,19.83,1198.0,67,5.0
hyundai verna crdi sx abs,2008.0,150000.0,120000.0,diesel,individual,manual,second owner,18.1,1493.0,110,5.0
renault kwid 1.0 rxt optional,2017.0,350000.0,25000.0,petrol,individual,manual,first owner,23.01,999.0,67,5.0
toyota etios gd,2015.0,509999.0,100000.0,diesel,individual,manual,second owner,23.59,1364.0,67.05,5.0
mahindra bolero 2011-2019 plus non ac,2013.0,500000.0,120000.0,diesel,individual,manual,third owner,15.96,2523.0,62.1,5.0
tata zest revotron 1.2 xt,2017.0,370000.0,35000.0,petrol,individual,manual,first owner,17.57,1193.0,88.7,5.0
maruti alto k10 2010-2014 vxi,2013.0,240000.0,44000.0,petrol,individual,manual,second owner,20.92,998.0,67.1,5.0
hyundai i20 asta 1.4 crdi,2015.0,530000.0,100000.0,diesel,individual,manual,second owner,22.54,1396.0,88.73,5.0
mahindra scorpio s10 7 seater,2015.0,1000000.0,133000.0,diesel,individual,manual,second owner,15.4,2179.0,120,7.0
toyota innova crysta 2.4 vx mt bsiv,2018.0,,35000.0,diesel,individual,manual,second owner,13.68,2393.0,147.8,7.0
hyundai i10 sportz,2014.0,350000.0,64000.0,petrol,individual,manual,first owner,20.36,1197.0,78.9,5.0
mahindra xuv500 at w10 fwd,2015.0,1100000.0,70000.0,diesel,individual,automatic,first owner,16.0,2179.0,140,7.0
hyundai i20 1.2 magna,2011.0,220000.0,70000.0,petrol,individual,manual,first owner,18.5,1197.0,80,5.0
hyundai grand i10 sportz,2015.0,350000.0,100000.0,petrol,individual,manual,first owner,18.9,1197.0,82,5.0
maruti swift ldi,2013.0,370000.0,90000.0,diesel,individual,manual,second owner,22.9,1248.0,74,5.0
maruti swift dzire vxi,2014.0,220000.0,50000.0,petrol,individual,manual,first owner,17.5,1298.0,85.8,5.0
mahindra kuv 100 mfalcon d75 k4,2017.0,400000.0,50000.0,diesel,individual,manual,first owner,25.32,1198.0,77,6.0
ford ecosport 1.5 petrol ambiente bsiv,2017.0,570000.0,31596.0,petrol,dealer,manual,first owner,17.0,1497.0,121.36,5.0
mahindra xuv500 w6 2wd,2013.0,650000.0,85710.0,diesel,dealer,manual,first owner,15.1,2179.0,140,7.0
toyota fortuner 3.0 diesel,2012.0,,129627.0,diesel,dealer,manual,first owner,11.5,1248.0,171,7.0
datsun redigo t option,2018.0,250000.0,10000.0,petrol,individual,manual,first owner,22.7,799.0,53.64,5.0
hyundai i10 sportz,2014.0,320000.0,15000.0,petrol,individual,manual,first owner,20.36,1197.0,78.9,5.0
maruti wagon r amt vxi,2017.0,440000.0,35000.0,petrol,individual,automatic,first owner,20.51,998.0,67,5.0
hyundai i20 sportz 1.2,2013.0,315000.0,49000.0,petrol,individual,manual,second owner,18.5,1197.0,82.85,5.0
hyundai santro xing abs,2007.0,100000.0,70000.0,petrol,individual,manual,third owner,19.44,1248.0,74,5.0
tata manza aura quadrajet,2010.0,202999.0,158000.0,diesel,individual,manual,first owner,18.8,1248.0,90,5.0
hyundai eon era,2012.0,179000.0,30000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
hyundai i10 magna 1.2 itech se,2008.0,140000.0,60000.0,petrol,individual,manual,second owner,20.36,1197.0,78.9,5.0
maruti zen estilo 1.1 lxi bsiii,2008.0,150000.0,40000.0,petrol,individual,manual,second owner,18.2,1061.0,64,5.0
mahindra bolero slx,2011.0,440000.0,60000.0,diesel,individual,manual,second owner,13.6,2523.0,63,7.0
ford figo diesel exi,2011.0,250000.0,55130.0,diesel,dealer,manual,second owner,20.0,1399.0,68,5.0
maruti wagon r vxi bs iv,2014.0,330000.0,22000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
ford figo petrol zxi,2010.0,250000.0,48000.0,petrol,individual,manual,first owner,15.6,1196.0,70,5.0
hyundai i20 magna,2012.0,335000.0,45000.0,petrol,individual,manual,first owner,18.5,1197.0,82.85,5.0
mahindra xuv500 w4,2016.0,1025000.0,22522.0,diesel,dealer,manual,first owner,16.0,2179.0,140,7.0
hyundai i20 1.2 magna,2012.0,320000.0,51856.0,petrol,dealer,manual,third owner,18.5,1197.0,80,5.0
maruti ciaz rs zxi plus,2015.0,550000.0,29434.0,petrol,individual,manual,first owner,20.73,1373.0,91.1,5.0
honda wr-v i-dtec vx,2018.0,800000.0,25000.0,diesel,individual,manual,first owner,25.5,1498.0,98.6,5.0
tata tiago 1.2 revotron xz,2017.0,380000.0,28000.0,petrol,individual,manual,second owner,23.84,1199.0,84,5.0
renault duster 85ps diesel rxl optional,2013.0,400000.0,44500.0,diesel,individual,manual,second owner,20.46,1461.0,83.8,5.0
maruti wagon r vxi bs iv,2016.0,375000.0,34500.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
honda city i-vtec cvt zx,2017.0,1100000.0,20000.0,petrol,individual,automatic,first owner,18.0,1497.0,117.6,5.0
hyundai i20 1.2 spotz,2018.0,650000.0,15000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
nissan micra xv cvt,2014.0,361000.0,26000.0,petrol,individual,automatic,first owner,19.34,1198.0,76,5.0
hyundai eon d lite plus,2012.0,140000.0,20000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
hyundai xcent 1.2 vtvt s,2019.0,550000.0,3000.0,petrol,individual,manual,first owner,20.14,1197.0,81.86,5.0
honda amaze vx petrol bsiv,2019.0,670000.0,20000.0,petrol,individual,manual,first owner,19.5,1199.0,88.76,5.0
maruti vitara brezza zdi plus,2017.0,880000.0,25000.0,diesel,individual,manual,first owner,24.3,1248.0,88.5,5.0
ford ecosport 1.5 diesel titanium plus bsiv,2018.0,950000.0,35000.0,diesel,individual,manual,first owner,23.0,1498.0,98.96,5.0
chevrolet cruze ltz,2010.0,300000.0,60000.0,diesel,individual,manual,first owner,18.3,1991.0,147.9,5.0
honda city i-vtec cvt vx,2017.0,1150000.0,6825.0,petrol,individual,automatic,first owner,18.0,1497.0,117.6,5.0
chevrolet cruze ltz at,2015.0,450000.0,155000.0,diesel,individual,automatic,first owner,14.81,1998.0,163.7,5.0
maruti eeco cng 5 seater ac bsiv,2018.0,375000.0,50000.0,cng,individual,manual,first owner,21.94,1196.0,61.7,5.0
maruti ertiga bsiv vxi,2016.0,600000.0,13500.0,petrol,individual,manual,first owner,17.5,1373.0,91.1,7.0
toyota innova 2.5 v diesel 8-seater,2008.0,700000.0,69500.0,diesel,individual,manual,first owner,12.8,2494.0,102,
hyundai xcent 1.2 crdi s,2018.0,600000.0,65000.0,diesel,individual,manual,first owner,25.4,1186.0,73.97,5.0
mahindra xylo h9,2014.0,630000.0,95000.0,diesel,individual,manual,second owner,14.02,2179.0,118.3,
maruti ciaz zxi,2016.0,590000.0,40000.0,petrol,individual,manual,second owner,20.73,1373.0,91.1,5.0
hyundai santro era,2019.0,420000.0,30000.0,petrol,individual,manual,first owner,20.3,1086.0,68,5.0
mitsubishi pajero sport 4x4 dual tone,2016.0,,120000.0,diesel,individual,manual,first owner,13.5,2477.0,175.56,7.0
tata new safari dicor ex 4x2 bs iv,2013.0,541000.0,112011.0,diesel,individual,manual,first owner,13.93,2179.0,138.1,7.0
toyota innova 2.5 g (diesel) 7 seater,2015.0,900000.0,125000.0,diesel,individual,manual,first owner,12.99,2494.0,100.6,7.0
tata manza aura quadrajet,2009.0,250000.0,43000.0,diesel,individual,manual,first owner,18.8,1248.0,90,5.0
mahindra bolero 2011-2019 sle,2019.0,670000.0,53534.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
tata tigor 2017-2020 xz plus,2019.0,530000.0,20000.0,petrol,individual,manual,first owner,20.3,1199.0,83.81,5.0
chevrolet beat diesel lt,2012.0,150000.0,70000.0,diesel,individual,manual,second owner,25.44,936.0,57.6,5.0
mahindra xuv500 w8 2wd,2013.0,550000.0,70000.0,diesel,individual,manual,third owner,15.1,2179.0,140,7.0
mahindra scorpio 1.99 s4 plus,2015.0,650000.0,150000.0,diesel,individual,manual,first owner,15.4,1997.0,120,7.0
tata indica vista tdi lx,2012.0,180000.0,100000.0,diesel,individual,manual,second owner,19.4,1405.0,70,5.0
mahindra thar 4x4,2015.0,585000.0,50000.0,diesel,individual,manual,first owner,16.55,2498.0,105,7.0
hyundai i20 magna,2013.0,345000.0,120000.0,petrol,individual,manual,second owner,18.5,1197.0,82.85,5.0
maruti swift vdi,2013.0,350000.0,110000.0,diesel,individual,manual,third owner,22.9,1248.0,74,5.0
honda brv i-vtec v mt,2016.0,725000.0,140000.0,petrol,individual,manual,first owner,15.4,1497.0,117.3,7.0
tata venture ex 7 str,2012.0,250000.0,120000.0,diesel,individual,manual,first owner,15.42,1405.0,70,7.0
maruti 800 ac,,45000.0,70000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
toyota innova 2.5 e diesel ms 8-seater,2007.0,409999.0,,diesel,individual,manual,fourth & above owner,12.8,2494.0,102,
renault kwid 1.0 rxt optional,2017.0,325000.0,16500.0,petrol,individual,manual,second owner,23.01,999.0,67,5.0
maruti alto k10 vxi,2016.0,350000.0,9900.0,petrol,individual,manual,first owner,23.95,998.0,67.05,5.0
maruti alto lxi,2012.0,180000.0,80000.0,petrol,individual,manual,third owner,19.7,796.0,46.3,5.0
fiat linea emotion,2010.0,150000.0,100000.0,petrol,individual,manual,second owner,16.0,1368.0,90,5.0
maruti dzire zxi,2020.0,700000.0,20000.0,petrol,individual,manual,first owner,23.26,1197.0,88.5,5.0
maruti ciaz zdi plus shvs,2016.0,795000.0,90000.0,diesel,individual,manual,first owner,28.09,1248.0,88.5,5.0
mahindra thar crde,2019.0,950000.0,15000.0,diesel,individual,manual,first owner,16.55,2498.0,105,6.0
volkswagen vento 1.5 highline plus at 16 alloy,2018.0,885000.0,75000.0,diesel,individual,automatic,first owner,21.5,1498.0,108.5,5.0
maruti ritz ldi,2011.0,160000.0,140000.0,diesel,individual,manual,first owner,21.1,1248.0,73.9,5.0
hyundai i20 1.4 crdi asta,2012.0,300000.0,120000.0,diesel,individual,manual,second owner,23.0,1396.0,90,5.0
volkswagen vento 1.5 highline plus at 16 alloy,2018.0,950000.0,75000.0,diesel,individual,automatic,first owner,21.5,1498.0,108.5,5.0
maruti ertiga vdi,2015.0,549000.0,90000.0,diesel,individual,manual,first owner,20.77,1248.0,88.76,7.0
audi a3 35 tdi premium plus,2018.0,400000.0,20000.0,diesel,individual,automatic,first owner,20.38,1968.0,143,5.0
toyota innova 2.5 vx (diesel) 7 seater,2015.0,1200000.0,61000.0,diesel,individual,manual,first owner,12.99,2494.0,100.6,7.0
renault fluence diesel e4,2012.0,570000.0,100000.0,diesel,individual,manual,second owner,21.8,1461.0,78,5.0
mahindra thar crde,2017.0,800000.0,60000.0,diesel,individual,manual,second owner,16.55,2498.0,105,6.0
hyundai verna crdi sx abs,2009.0,375000.0,100000.0,diesel,individual,manual,first owner,18.1,1493.0,110,5.0
mahindra bolero slx,2009.0,300000.0,170000.0,diesel,individual,manual,third owner,13.6,2523.0,63,7.0
toyota etios g,2013.0,350000.0,100000.0,petrol,individual,manual,second owner,16.78,1496.0,88.73,5.0
mahindra bolero slx,2011.0,400000.0,120000.0,diesel,individual,manual,second owner,13.6,2523.0,63,7.0
volkswagen polo 1.5 tdi comfortline,2015.0,434999.0,50000.0,diesel,individual,manual,first owner,20.14,1498.0,88.8,5.0
toyota etios liva g,2012.0,200000.0,120000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
maruti alto 800 lxi,2015.0,260000.0,25000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
maruti swift vdi,2013.0,450000.0,24019.0,diesel,individual,manual,first owner,22.9,1248.0,74,5.0
hyundai verna 1.6 sx,2013.0,459999.0,80000.0,diesel,individual,manual,second owner,22.32,1582.0,126.32,5.0
maruti ritz vdi abs,2011.0,210000.0,100000.0,diesel,individual,manual,second owner,21.1,1248.0,73.9,5.0
maruti swift dzire vxi,2015.0,540000.0,93000.0,petrol,individual,manual,second owner,20.85,1197.0,83.14,5.0
maruti ertiga shvs vdi,2017.0,710000.0,50000.0,diesel,individual,manual,first owner,24.52,1248.0,88.5,7.0
maruti alto 800 vxi,2018.0,285000.0,22000.0,petrol,individual,manual,first owner,24.7,796.0,47.3,5.0
hyundai creta 1.4 e plus,2019.0,990000.0,19600.0,diesel,individual,manual,first owner,22.1,1396.0,88.7,5.0
tata indigo cs egls bs iv,2017.0,362000.0,104000.0,petrol,individual,manual,first owner,15.64,1193.0,64.1,5.0
ford ecosport 1.5 diesel titanium plus bsiv,2017.0,880000.0,33000.0,diesel,individual,manual,first owner,23.0,1498.0,98.96,5.0
mahindra tuv 300 mhawk100 t8,2017.0,700000.0,60000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
mahindra bolero 2011-2019 di - ac bs iii,2016.0,600000.0,60000.0,diesel,individual,manual,first owner,15.96,2523.0,63,5.0
nissan terrano xl,2015.0,700000.0,40000.0,petrol,individual,manual,first owner,13.24,1598.0,102.5,5.0
tata tiago 1.05 revotorq xt,2016.0,400000.0,60000.0,diesel,individual,manual,first owner,27.28,1047.0,69,5.0
hyundai accent executive lpg,2010.0,165000.0,80000.0,lpg,individual,manual,first owner,13.2,1495.0,93.7,5.0
toyota innova 2.5 v diesel 8-seater,2007.0,350000.0,69500.0,diesel,individual,manual,second owner,12.8,2494.0,102,
maruti ertiga vxi,2014.0,425000.0,80000.0,petrol,individual,manual,third owner,16.02,1373.0,93.7,7.0
hyundai santro xing gl plus,2012.0,180000.0,70000.0,petrol,individual,manual,first owner,17.92,1086.0,62.1,5.0
maruti alto k10 2010-2014 vxi,2012.0,170000.0,90000.0,petrol,individual,manual,third owner,20.92,998.0,67.1,5.0
mahindra bolero 2011-2019 di non ac bs iii white,2014.0,370000.0,183000.0,diesel,individual,manual,first owner,15.96,2523.0,63,5.0
maruti vitara brezza vdi,2018.0,800000.0,27000.0,diesel,individual,manual,first owner,24.3,1248.0,88.5,5.0
ford ecosport 1.5 diesel titanium plus bsiv,2017.0,900000.0,35000.0,diesel,individual,manual,first owner,23.0,1498.0,98.96,5.0
maruti swift vdi,2013.0,390000.0,120000.0,diesel,individual,manual,first owner,22.9,1248.0,74,5.0
maruti swift dzire vdi,2014.0,445000.0,80000.0,diesel,individual,manual,second owner,23.4,1248.0,74,5.0
maruti swift dzire vdi,2014.0,459999.0,70000.0,diesel,individual,manual,fourth & above owner,23.4,1248.0,74,5.0
maruti wagon r lxi duo bs iv,2013.0,275000.0,55000.0,lpg,individual,manual,first owner,14.4,998.0,61.7,5.0
maruti ritz vdi,2009.0,200000.0,120000.0,diesel,individual,manual,second owner,21.1,1248.0,73.9,5.0
maruti swift dzire 1.2 lxi bsiv,2012.0,350000.0,72000.0,petrol,individual,manual,second owner,17.5,1197.0,85.8,5.0
tata new safari 4x4 exi bsiii,2007.0,95000.0,120000.0,diesel,individual,manual,second owner,12.0,2092.0,127,7.0
toyota etios gd,2014.0,550000.0,69500.0,diesel,individual,manual,first owner,23.59,1364.0,67.04,5.0
chevrolet tavera neo 3 lt 9 seats bsiii,2016.0,900000.0,100000.0,diesel,individual,manual,first owner,13.58,2499.0,72.4,5.0
tata sumo gold gx,2013.0,350000.0,120000.0,diesel,individual,manual,second owner,15.3,1248.0,83.83,7.0
hyundai grand i10 asta,2014.0,455999.0,32000.0,petrol,individual,manual,first owner,18.9,1197.0,82,5.0
maruti alto std,2008.0,129000.0,60000.0,petrol,individual,manual,first owner,19.7,796.0,46.3,5.0
maruti alto 800 lxi,2017.0,254000.0,40000.0,petrol,individual,manual,first owner,24.7,796.0,47.3,5.0
ford ecosport 1.5 diesel trend,2014.0,570000.0,48000.0,diesel,individual,manual,first owner,21.7,1498.0,98.96,5.0
nissan terrano xl d option,2018.0,840000.0,30000.0,diesel,individual,manual,first owner,19.87,1461.0,83.14,5.0
tata new safari dicor 2.2 gx 4x2 bs iv,2010.0,235000.0,100000.0,diesel,individual,manual,second owner,13.93,2179.0,138.1,7.0
mahindra tuv 300 t6,2016.0,700000.0,50000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
hyundai santro xing abs,2010.0,140000.0,40000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
hyundai grand i10 1.2 kappa sportz option,2018.0,528000.0,5000.0,petrol,individual,manual,first owner,18.9,1197.0,81.86,5.0
jeep compass 2.0 limited option,2017.0,,12000.0,diesel,individual,manual,first owner,17.1,1956.0,170,5.0
mahindra bolero 2011-2019 di - ac bs iii,2016.0,560000.0,72000.0,diesel,individual,manual,first owner,15.96,2523.0,63,5.0
mahindra bolero 2011-2019 di - ac bs iii,2016.0,600000.0,70000.0,diesel,individual,manual,first owner,15.96,2523.0,63,5.0
chevrolet aveo u-va 1.2 ls,2007.0,102000.0,50000.0,petrol,individual,manual,second owner,15.26,1150.0,74.9,5.0
mahindra xuv500 w8 awd,2014.0,750000.0,70000.0,diesel,individual,manual,second owner,15.1,2179.0,140,7.0
chevrolet aveo u-va 1.2,2010.0,148000.0,70000.0,petrol,individual,manual,third owner,14.7,1150.0,76,5.0
maruti baleno alpha 1.2,2015.0,650000.0,50000.0,petrol,individual,manual,first owner,21.4,1197.0,83.1,5.0
volkswagen polo petrol trendline 1.2l,2012.0,310000.0,40000.0,petrol,individual,manual,first owner,16.47,1198.0,73.9,5.0
hyundai xcent 1.2 kappa s,2014.0,480000.0,30000.0,petrol,individual,manual,first owner,19.1,1197.0,82,5.0
maruti alto 800 vxi,2018.0,320000.0,15000.0,petrol,individual,manual,first owner,24.7,796.0,47.3,5.0
honda city i vtec vx,2015.0,750000.0,40000.0,petrol,individual,manual,first owner,17.4,1497.0,117.3,5.0
nissan micra active xl petrol,2017.0,370000.0,40000.0,petrol,individual,manual,first owner,19.49,1198.0,67.04,5.0
maruti swift zxi,2013.0,320000.0,60000.0,petrol,individual,manual,fourth & above owner,18.6,1197.0,85.8,5.0
maruti swift zxi,2013.0,420000.0,67000.0,petrol,individual,manual,first owner,18.6,1197.0,85.8,5.0
maruti swift dzire vxi,2010.0,240000.0,60000.0,petrol,individual,manual,second owner,17.5,1298.0,85.8,5.0
datsun redigo 1.0 s,2017.0,220000.0,60000.0,petrol,individual,manual,first owner,22.5,999.0,67,5.0
tata tiago 1.2 revotron xm,2016.0,350000.0,30000.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
honda amaze vx i-dtec,2018.0,675000.0,40000.0,diesel,individual,manual,first owner,25.8,1498.0,98.6,5.0
toyota etios cross 1.2l g,2016.0,434999.0,50000.0,petrol,individual,manual,second owner,18.16,1197.0,78.8,5.0
honda cr-v 2.0l 2wd at,2006.0,125000.0,200000.0,petrol,individual,automatic,third owner,13.1,1997.0,141.1,5.0
mahindra kuv 100 mfalcon g80 k6 aw,2016.0,400000.0,14000.0,petrol,individual,manual,second owner,18.15,1198.0,82,6.0
chevrolet tavera neo 3 9 str bsiii,2015.0,425000.0,70000.0,diesel,individual,manual,first owner,13.58,2499.0,72.4,5.0
maruti ritz genus vdi,2010.0,311000.0,94000.0,diesel,individual,manual,second owner,21.1,1248.0,75,5.0
chevrolet tavera neo 3 10 seats bsiii,2015.0,509999.0,197000.0,diesel,individual,manual,first owner,13.58,2499.0,72.4,5.0
ford figo 1.5d trend mt,2015.0,530000.0,79000.0,diesel,individual,manual,second owner,25.83,1498.0,99,5.0
skoda octavia rider 1.9 at tdi,2008.0,210000.0,120000.0,diesel,individual,manual,second owner,18.7,1896.0,66,5.0
mahindra marazzo m2 8str bsiv,2019.0,977000.0,30000.0,diesel,individual,manual,first owner,17.3,1497.0,121,
maruti wagon r vxi bs iv,2018.0,440000.0,20000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
maruti wagon r vxi bs iv,2018.0,440000.0,17000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
hyundai i20 1.2 spotz,2018.0,655000.0,20000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
renault kwid rxt optional,2016.0,295000.0,60000.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
hyundai getz 1.1 gle,2007.0,65000.0,70000.0,petrol,individual,manual,third owner,15.0,1086.0,66.6,5.0
tata hexa xt,2017.0,1200000.0,150000.0,diesel,individual,manual,first owner,17.6,2179.0,153.86,7.0
tata hexa xm,2017.0,1251000.0,35000.0,diesel,individual,manual,first owner,17.6,2179.0,153.86,7.0
tata indigo cs elx bs iv,2010.0,200000.0,60000.0,diesel,individual,manual,first owner,23.03,1396.0,69,5.0
hyundai i20 active 1.4 sx with avn,2016.0,750000.0,40000.0,diesel,individual,manual,first owner,21.19,1396.0,88.73,5.0
maruti wagon r lxi cng,2018.0,400000.0,60000.0,cng,individual,manual,first owner,26.6,998.0,58.16,5.0
honda amaze e i-vtec,2017.0,475000.0,57000.0,petrol,individual,manual,first owner,17.8,1198.0,86.7,5.0
tata indigo vs,2012.0,110000.0,120000.0,diesel,individual,manual,second owner,17.8,1405.0,70,5.0
renault kwid 1.0 rxt 02 anniversary edition,2017.0,350000.0,30000.0,petrol,individual,manual,first owner,23.01,999.0,67,5.0
maruti swift dzire tour ldi,2016.0,450000.0,175000.0,diesel,individual,manual,first owner,23.4,1248.0,74,5.0
tata indigo lx,2010.0,150000.0,90000.0,diesel,individual,manual,first owner,17.0,1405.0,70,5.0
tata indica v2 dls,2009.0,80000.0,110000.0,diesel,individual,manual,second owner,17.2,1396.0,53.5,5.0
hyundai i20 magna 1.2,2015.0,430000.0,35000.0,petrol,individual,manual,second owner,18.6,1197.0,81.83,5.0
toyota innova crysta 2.4 zx mt bsiv,2017.0,,81000.0,diesel,individual,manual,first owner,13.68,2393.0,147.8,7.0
chevrolet cruze ltz,2011.0,360000.0,100000.0,diesel,individual,manual,first owner,18.3,1991.0,147.9,5.0
tata hexa xta,2017.0,,60000.0,diesel,individual,automatic,first owner,17.6,2179.0,153.86,7.0
honda city i dtec s,2016.0,670000.0,60000.0,diesel,individual,manual,first owner,26.0,1498.0,98.6,5.0
mercedes-benz gla class 200,2016.0,,70000.0,petrol,individual,automatic,first owner,13.7,1991.0,183,5.0
maruti swift 1.3 vxi,2010.0,175000.0,83000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
honda amaze s i-dtech,2015.0,440000.0,50000.0,diesel,individual,manual,first owner,25.8,1498.0,98.6,5.0
hyundai i20 1.4 crdi era,2012.0,254999.0,90000.0,diesel,individual,manual,first owner,23.0,1396.0,90,5.0
datsun go plus a option petrol,2018.0,530000.0,65000.0,petrol,individual,manual,first owner,19.02,1198.0,67.05,7.0
mahindra xuv500 w4 1.99 mhawk,2016.0,890000.0,40000.0,diesel,individual,manual,second owner,16.0,1997.0,140,7.0
volkswagen polo diesel comfortline 1.2l,2013.0,280000.0,80000.0,diesel,individual,manual,second owner,22.07,1199.0,73.9,5.0
maruti swift dzire amt zxi,2017.0,725000.0,35000.0,petrol,individual,automatic,first owner,21.21,1197.0,81.8,5.0
mahindra tuv 300 t8,2016.0,700000.0,30000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
maruti zen estilo lxi bsiii,2007.0,90000.0,70000.0,petrol,individual,manual,first owner,18.2,998.0,67.1,5.0
hyundai i10 magna 1.1l,2015.0,287000.0,100000.0,petrol,individual,manual,second owner,19.81,1086.0,68.05,5.0
